0
27,17
28,91
17,92
36,48
12,09
2,72
33,14
31,05
4,55
5,4
7,27
1,68
4,3
26,19
2,71
15,25
29,12
0,24
34,59
4,49
20,67
6,11
7,49
11,08
0,38
3,88
4,07
5,64
7,46
5,17
1,06
7,32
7,82
0,18
57,34
10,66
0
32,98
11,4
17,88
13,67
13,17
12,48
16,12
0,1
48,36
27,31
3,98
10,87
49,27
4,47
31,37
3,06
24,42
2,11
25,24
33,57
7,81
14,58
29,05
39,66
0,45
5,02
20,92
10,74
24,92
1,81
38,51
1,12
17,94
5,93
24,55
11,45
0,22
3,89
3,23
8,51
55,08
48,71
10,43
18,5
1,11
6,88
10,39
52,18
6,28
37,3
2,05
9,37
16,17
25,55
0,36
12,24
0,93
10,85
10,56
7,72
27,14
5,99
2,08
9,86
5,04
7,12
4,75
13,32
12,74
3,27
8,24
30,08
9,37
1,54
3,41
18,43
3,35
16,43
21,12
11,27
17,29
3,86
4,14
23,82
3,21
5,38
0,98
7,48
1,65
7,39
2,34
7,53
12,58
0,84
3,78
3,43
10,09
8,9
15,64
10,43
10,68
7,17
13,04
8,13
13,13
3,32
24,6
1,07
7,27
3,02
17,9
5,28
10,29
7,06
20,24
4,25
29,9
7,89
0,77
3,02
9,44
0,11
48,97
9,81
0,37
8,34
11,36
6,85
6,58
22,82
16,06
11,2
0,54
14,97
2,43
12,64
5,41
6,03
9,68
0,21
62,02
21,33
17,96
0,53
26,74
13,84
0,55
16,42
2,41
21,93
46,73
43,29
23,59
26,07
38,38
4,41
17,19
0,18
8,32
1,64
6,92
8,49
2,36
2,33
9,3
6,27
18,68
11,96
20,35
4,57
6
1,78
9,39
4,11
5,5
5,15
2,31
12,01
1,46
7,06
8,13
6,53
18,25
49,52
0,56
26,38
1,9
15,27
0,62
16,46
7,37
1,82
26,51
6,8
14,37
8,93
19,33
3,14
12,68
2,76
10,04
28,32
2,03
8,85
12,39
14,87
2,48
10,74
8,64
0,62
3,5
8,56
53,23
38,55
1,49
10,79
5,19
12,38
6,13
12,72
2,44
7,01
3,61
34,2
4,47
9,7
16,73
87,5
0
11,76
0,22
32,81
0,67
2,94
1,48
0,38
12,11
0,67
4,48
1,67
3,02
8,99
12,35
15,21
45,93
0,2
24,54
24,66
2,84
20,43
25,11
29,74
12,17
10,59
8,74
5,12
19,49
19,84
17,45
20,11
8,16
0,24
16,57
37,32
25,51
1,39
9,69
0,19
13,82
0,22
45,77
23,85
0,78
10,08
3,64
3,58
3,36
4,7
13,83
1,98
13,33
0,14
8,66
0,2
18,19
0,28
53,18
11,42
0
35,46
19,33
26,28
6,04
4,58
7,99
2,34
6,03
12,65
0,09
16,47
3,65
16,54
7,07
27,06
36,71
8,09
20,57
1,6
17,86
36,07
0,9
10,99
2,83
17,26
7,42
23,18
0,35
6,93
2,68
0,22
44,08
3,42
1,42
15,3
22,51
3,41
16,76
9,96
10,5
9,98
27,61
11,98
4,57
6,31
1,77
3,2
9,56
1,48
13,47
2,63
31,39
1,45
4,87
4,66
2,87
0,72
9,03
2,75
11,65
0,4
9,96
3
15,23
1,49
8,63
9,88
29,35
2,63
15,48
0,38
21,59
9,52
26,92
18,45
6,58
1,13
45,89
1,41
5,11
7,35
0,19
11,76
6,51
8,76
17,25
3
12,55
21,68
0,33
16,99
7,28
4,06
6,13
8,71
8,27
0,43
17,8
9,56
1,14
1,99
12,58
1,15
8,01
6,5
11,88
18,91
1,03
21,93
10,16
7,01
14,9
0,61
15,27
9,54
15,81
6,34
13,73
6,07
5,65
13,98
0,58
18,28
0,97
18,92
1
15,93
9,3
3,88
3,26
19,64
17,15
0,38
17,45
4,33
18,45
1,64
7,89
25,2
16,02
0,21
54,23
2,35
2,45
6,25
28,36
1,17
15,12
1,59
6,25
3,56
0,15
2,55
16,31
9,45
0,72
23,6
1,63
27,54
3,37
14
9,86
1,13
7,44
21,66
3,12
30,98
28,5
16,59
28,99
7,8
2,24
3,36
12,18
5,93
1,61
33,18
1,15
26,15
0,57
44,16
0,76
15,7
3,61
11,18
5,52
0,54
16,64
2,9
48,34
19,11
15,9
7,28
60,34
12,46
15,23
10,55
42,55
0,72
11
15,94
28,65
0,25
39,05
2,57
19,81
7,39
34,25
2,89
17,81
13,7
2,15
14,57
28,44
5,83
29,42
1,66
18,34
1,24
11,19
0,68
21,11
0,71
37,66
2,12
11,8
5,31
11,25
6,86
17,36
1,59
9,04
6,78
23,17
1,93
20,28
55,73
1,55
12,5
15,34
56,59
1,06
31,51
8
3,52
3,69
10,44
11,95
18,12
11,69
0,17
51,43
2,82
40,33
14,53
1,65
15,58
0,53
12,52
4,82
37,53
1,44
14,09
2,91
8,02
6,19
0,11
6,34
9,33
31,72
10,42
14,49
7,71
6,43
11,19
0,22
18,54
8,79
2,07
3,27
9,73
4,24
17,31
24,32
25,1
22,93
9,58
12,32
7,78
16,94
0,14
47,81
45,08
12,08
34,94
65,95
15,13
11,54
5,08
17,16
10,06
26,64
2,23
32,19
7,61
4,26
26,24
8,87
16,33
5,79
1,43
28,69
4,56
21,67
26,53
2,55
1,31
53,18
6,75
2,56
32,59
28,58
2,1
30,35
2,01
21,6
5,05
28,22
41,27
4,9
9,47
2,34
33
9,82
3,36
1,58
16,75
0,11
5,73
27,51
3,72
13,38
9,49
20,38
14,53
7,57
0,89
15,91
4,91
6,95
4,53
16,85
5,15
37,63
0,76
45,98
15,71
0,54
15,67
3,96
12,29
5,47
12,53
1,25
8,87
1,8
22,1
25,49
0,65
12,88
11,73
11,72
0,71
3,94
4,99
45,01
13,86
13,98
3,68
37,65
5,36
50,78
0,83
14,39
13
2,17
14,83
1,1
17,1
0,99
19,39
3,44
12,47
52,99
16,54
6,92
0,22
14,67
10,54
7,23
3,52
11,74
1,6
7,92
12,53
13,82
18,69
15,03
0,58
20,07
53,84
5,51
27,25
1,68
16,21
14,74
19,89
1,1
16,77
8,28
7,76
6,93
1,95
24,84
0,37
13,11
32,46
7,61
42,97
1,93
32,69
12,15
32,83
29,79
1,78
7,71
8,57
11,83
8,3
1,01
5,68
5,47
10,54
3,43
8,27
6,25
8,26
15,04
0,43
13,74
5,05
10,28
3,88
15,4
1,63
6,12
0,48
10,39
13,59
5,23
7,81
45,2
4,63
12,73
26,94
0,38
60,52
3,68
0
22,12
9,96
6,51
15,73
8,97
13,42
0,51
14,68
6,17
25,7
7,79
5,27
17,75
7,93
2,65
0,06
7,09
17,67
0,06
19,28
0,4
55,27
4,31
2,75
30,35
18,86
10,82
3,43
11,33
59,97
14,98
0,86
7,24
9,82
9,27
3,11
1,48
11,98
14,44
19,24
22,49
5,28
25,28
4,26
16,65
0,21
12,53
14,38
3,94
12,98
4,02
3,83
25
34,68
2,28
9,15
2,29
8,45
15,37
0,17
51,39
85,83
1,73
16,16
2,97
33,94
6,5
5,89
25,37
2,63
3,6
12,33
10,51
4,05
5,59
13,77
6,26
5,51
4,44
4,97
9,62
9,55
11,9
57,53
4,29
2,62
4,97
0,21
3,38
0,27
11,43
1,41
13,71
9,41
4,93
18,18
27,17
2,28
10,03
10,95
11,76
19,51
0,21
32
16,98
3,62
17,18
22,3
1,87
16,32
26,88
0
12,45
12,73
0,07
66,5
2,89
18,03
6,28
20,64
10,2
17,72
8,05
16,45
5,94
14,86
17,43
1,26
15,24
60,81
24,07
14,29
4,2
16,98
11,4
0,31
14,34
17,43
0,11
47,15
21,64
32,89
4,73
10,08
1
4,83
1,05
18,07
23,36
22,24
11,77
0,5
13,71
1,3
11,33
2,88
12,53
11,83
3,51
9,4
44,58
4,1
11,48
11,43
20,37
20,18
10,43
6,26
1,45
30,94
27,39
4,73
17,34
5,11
17,72
14,88
7,47
32,75
2,47
19,87
4,39
12,5
11,32
1,14
12,43
1,62
18,57
24,26
2,29
20,25
1,3
25,03
1,95
29,85
1,37
20,2
1,91
13,96
1,89
16,43
0,53
13,71
3,21
15,24
1,24
13,59
8,41
0,51
12,34
2,91
18,75
12,71
13,31
33,39
18,51
8,01
14,59
11,21
2,89
13,86
1,81
21,22
3,12
24,13
3,03
20,39
3,86
22,12
2,67
23,22
19,75
15,13
66,75
0,25
18,55
9,31
26,21
4,41
7,6
18,66
20,69
15,06
0,39
17,67
7,29
1
3,16
4,28
68,91
6,71
19,55
5,59
26,89
11,81
4,29
30,84
2,8
12,75
10,94
12,9
10,44
32,42
1,09
30,07
2,28
32,05
14,94
42,15
33,65
19,55
21,69
0,21
21,35
0,01
44,8
4,42
41,01
19,34
41,49
4,43
5,1
0,66
9,46
0,39
18,8
25,5
0,78
11,5
19,89
1,62
29,89
3,83
14,11
8,97
13,41
6,73
17,97
28,84
8,28
12,37
10,61
14
15,6
7,31
16,34
12,31
10,92
15,84
18,6
64,86
30,96
3,05
12,84
3,31
21,52
0,8
19,22
56,87
8,89
2,28
0,2
7,81
12,36
19,8
43,09
0,23
12,16
16,09
17,66
28,28
4,19
29,38
3,93
10,81
1,85
17,99
5,39
19,7
1,25
23,07
1,94
28,69
22,45
16,92
18,19
17,86
9,57
2,01
2,74
27,57
0,25
12,11
6,51
15,11
3,2
16,19
39,08
18,45
2,97
34,3
1,8
3,52
6,08
3,53
19,25
0,48
31,5
2,54
14,48
3,84
27,96
4,62
9,47
8,56
17,75
3,08
14,25
13,68
1,13
20,87
5,22
14,18
11,93
29,49
26,73
16,74
1,27
12,3
0,46
15,75
37,66
18,26
8,11
12,84
7,41
35,17
1,97
11,65
17,97
25,45
10,59
13,22
0,34
19,4
1,72
20,54
21,64
7,08
8,22
5,95
2,34
15,96
3,58
4,89
23,48
4,35
26,66
10,71
16,07
4,5
14,55
12,71
12,33
0,8
28,61
11,22
26,63
0,72
31,29
2,19
18,08
1,57
24,05
1,33
19,42
2,4
9,14
1,02
19,11
1,56
15,11
66,12
9,98
15,61
17,62
6,99
4,02
0,18
17,34
0,31
13,67
8,09
11,03
5,54
13,41
6,2
15,6
22,08
14,7
22,92
25,68
11,95
6,5
30,24
1,84
12,94
8,25
6,04
14,13
17,44
24,43
4,47
28,49
21,71
1,92
14,89
5,12
5,89
13,5
3,43
20,05
0
52,18
1,92
29,21
22,47
21,38
10,64
36,3
34,28
1,66
20,02
13,76
22,09
29,11
0,12
27,62
30,52
0,78
13,18
2,55
31,28
1,73
29,87
7,71
23,24
2,78
10,48
7,26
7,74
12,48
0,09
64,09
1,51
32,28
20,58
5,9
14,41
1,39
12,14
15,44
0,77
11,16
3,07
23,75
33,5
1,93
0,03
28,2
3,82
26,43
38,76
17,39
40,01
19,77
0,22
22,67
0,34
31,6
14,17
16,18
16,81
16,85
4,26
4,78
13,52
0,7
17,46
20,41
5,82
40,12
0,11
49,54
1,65
29,47
1,97
21,49
2,11
17,12
2,5
16,97
1,14
26,72
33,7
10,56
34,53
16,23
11,21
0,09
40,15
40,94
31,86
22,43
5,77
19,83
10,19
23,09
24,13
7,07
40,05
23,37
0,61
19,56
29,85
0,68
16,93
13,78
29,53
0,07
63,87
12,82
0
28,68
0,63
23,36
0,1
7,12
3,86
8,8
16,05
18,74
3,4
33,67
6,86
42,53
2,1
17,55
2,84
19,51
1,44
14,89
8,75
18,53
13,55
9,94
6,4
6,43
25,76
38,2
1,09
8,38
13,05
7,15
22,39
37,19
9,17
12,64
1,61
31,69
22,93
0,99
8,28
6,67
12,06
13,18
8,71
8,52
13,14
1,13
12,32
0,31
1,89
20,57
2,15
14,41
0,03
42,6
0,85
20,17
25,72
24,18
20,6
33,72
55,01
13,37
12,78
21,69
21,11
3,1
10,71
0,38
20,48
34,54
0,09
8,89
5,34
16,6
23,22
0,27
8,87
11,19
37,55
0,97
29,44
7,46
9,2
6,43
14,03
1,96
28,85
14,32
3,4
24,85
3,42
16,53
27,35
18,05
14,18
11,46
3,33
55,7
43,71
1,76
8,24
27,39
6,43
0,6
15,03
2,21
14,3
14,54
8,31
8,58
0,81
18,85
16,42
30,74
3,75
19,56
0,25
42,59
4,79
19,01
28,31
14,47
14,17
0,09
37,38
6,97
36,08
5,27
48,59
0,43
24,29
5,07
36,41
21,39
1,64
40,72
18,67
1,19
19,11
1,61
56,24
3,6
52,39
0,66
26,27
2,33
36,61
9,16
29,4
11,26
9,48
15,96
35
0,73
25,52
4,16
36,77
28,23
12
11,36
11,14
0,22
21,53
17,46
13,96
10,13
30,81
18,7
36,98
0,7
23,46
2,4
19
1,14
21,92
11,36
12,93
4,8
22,15
15,6
8,87
10,76
0,03
28,61
3,61
34,22
2,53
1,34
13,16
1,65
27,36
5,42
22,47
0,45
15,29
1,3
17,98
15,79
17,88
4,34
7,97
7,16
0,51
2,37
4,4
9,14
13,87
18,64
17,6
3,4
16,22
1,47
8,93
3,2
8,58
1,52
11,68
3,4
34,05
3,14
13,2
18,89
1,15
3,02
19,09
0,09
39,66
3,59
17,94
1,88
20,82
0,61
15,29
3,49
27,12
0,67
13,66
4,89
15,21
6,34
27,67
34,5
19,77
4,33
28,69
6,43
8,73
2,79
23,14
11,59
5,38
16,39
1,77
1,06
0,35
7,07
16,67
9,34
70,52
2,67
24,66
2,52
17,35
5,23
25,68
1,73
16,15
5,43
29,39
12,18
12,08
3,55
15,06
8,19
29,19
3,43
19,23
19,5
2,16
6,46
5,34
32,07
5,11
13
14,55
3,29
31,87
54,01
33,52
13,36
2,63
10,06
2,03
21,62
4,02
10,12
2,38
11,34
1,58
10,25
2,18
15,28
10,48
2,84
18,37
1,47
33,55
0,79
16,31
19,18
18,79
11,76
74,45
10,05
0
27,35
2,34
15,86
2,44
13,76
3,36
27,47
5,03
8,23
1,29
12,03
20,96
3,91
13,84
4,05
6,74
4,84
6,29
14,25
19,69
2,87
15,7
5,43
18,62
2,4
23,54
3,02
19,39
15,27
19,9
12,19
18,77
19,27
10,58
12,54
13,45
13,93
7,38
6,86
9,08
0,26
11,25
0,83
26,02
1,49
17,9
8,63
30,24
2,61
16,23
0,63
18,69
30,14
19,53
15,03
10,76
51,9
0,83
24,86
5,27
12,91
7,33
11,71
1,24
2,36
3,8
22,05
2,5
14,9
2,18
11,49
11,03
5,79
9,31
5,83
20,74
6,38
17,88
17,05
2,21
25,37
0,09
24,01
17,34
1,49
0,28
10,63
0,34
14,63
29,19
10,62
1,06
4,71
14,45
20,03
16,1
7,27
13,76
3,16
5,49
16,21
10,06
30,63
0,15
10,77
0,18
1,92
18,41
20
1,07
14,95
7,2
19,04
6,49
5,91
2,69
8,61
2,25
8,55
3,39
15,18
7,56
21,56
11,17
0,51
13,18
15,16
33,72
23,05
23,9
0
40,36
24,69
19,46
10,89
6,53
1,54
12,41
0,8
7,6
4,7
8,89
4,65
3,57
18,58
2,95
23,24
0,9
21,51
56,47
8,33
26,96
3,35
14,21
2,25
29,87
1,34
31,51
1,88
24,52
1,69
10,2
2,62
10,62
0,28
10,69
16,3
7,82
20,45
5,84
3,56
25,53
0,52
9,08
6,26
8,18
0,73
8,46
0,2
5,97
1,49
15,66
0,43
44,6
0,43
23,17
12,27
1,79
25,23
34,41
4,24
25,89
3,63
18,11
13,67
8,45
61,34
12,64
24,63
0,47
17,72
31,23
13,64
12,23
6,63
2,26
0,04
15,36
41,36
4,1
16,81
8,05
12,94
5,41
45,25
24,48
32,13
8,59
8,64
1,43
21,53
0,96
24,33
30,22
0,68
9,76
35,52
3,11
28,11
7,6
0,13
77,35
8,31
10,6
18,29
12,29
0,85
21,51
3,16
22,21
0,76
22,33
3,93
22,03
1,81
6,87
23,22
9,98
2,19
6,97
18,81
0,22
21,2
0,4
31,26
0
15,29
4,83
0,22
52,12
5,23
30,72
21,98
10,2
14,69
3,85
14,72
2,87
9,54
13,46
1,49
14,75
53,17
18,21
13,72
0,84
8,07
2,26
0,16
5,99
16,56
0,16
54,95
18,95
0,93
12,69
3,75
22,06
1,22
42,7
8,8
14,06
9,44
0,98
10,2
0,22
15,03
3,83
12,63
9,99
14,45
54,68
0,04
8,39
6,55
26,04
3,54
22,94
34,99
1,95
3,39
16,35
6,92
11,23
1,74
13,68
9,73
24,75
20,94
0,72
13,76
0,9
13,02
1,29
1,14
17,9
19,03
0,35
18,76
1,6
14,34
1,78
21,32
0,35
12
1,68
13,37
16,96
0,9
15,6
1,58
14
0,54
5,72
9,46
1,08
4,69
10,14
8,26
4,55
16,28
20,51
13,87
17,81
7,06
18,93
17,67
1,79
22,76
1,48
17,21
9,32
25,99
1,47
13,28
14,16
7,09
76,47
0,26
0,36
18,43
9,28
14,16
17,58
6,32
3,63
1,23
22,71
11,37
2,54
14,21
8,28
52,27
6,47
3,23
11,96
4,31
19,43
3,46
20,46
3,23
7,8
25,99
1,2
35,69
3,88
34,77
19,08
52,94
0,8
1,92
8,76
0,34
10,43
0,34
44,63
2,44
30,04
3,7
50,98
6,79
10,37
0,42
11,58
0,14
16,25
13,26
0,93
12,09
11,31
1,15
44,3
0,52
12,63
5,48
20,27
5,84
7,46
56,6
0,28
16,44
2,04
5
26,6
13,42
8,34
11,36
1,26
10,78
15,94
60,55
19,63
0,88
17,99
2,47
19,11
1,05
12,04
54,45
23,29
21,94
0,69
11,88
4,49
19,1
24,37
15,4
11,69
16,1
13,78
3,93
19,23
0,78
18,44
0,74
25,82
6,05
20,37
1,47
21,28
1,31
25,85
21,89
3,06
5,58
3,47
4,64
2,39
22,99
22,96
0,22
15
2,3
26,42
2,43
23,4
28,04
37,69
6,54
21,87
4,08
10,81
0,58
2,69
16,09
2,47
28,7
0,99
21,06
3,36
2,46
13,16
10,62
11,79
19,67
15,54
21,76
11,02
1,07
15,15
3,47
17,62
11,77
49,17
37,63
6,48
5,3
6,79
0,28
20,64
43,08
36,74
12,81
10,43
3,86
10,74
5
5,71
6,92
31,29
5,28
1,23
13,42
7,74
0,98
7,42
7,16
2,14
3,86
29,64
3,23
9,98
16,23
4,27
27,54
3,63
18,67
14,65
12,61
1,95
11,33
8,78
17,19
1,16
22,37
2,86
28,61
14,23
1,19
17,17
2,98
7,44
0,83
16,05
2,55
15,41
1,35
19,57
0
8,48
53,26
18,97
1,69
16,12
5,32
18,38
0,7
13,81
0,1
10,64
6,51
4,86
4,52
14,97
5,41
18,14
30,36
21,74
6
15,74
4,51
28,93
2,01
9,75
4,71
19,78
20,9
25,75
7,68
5,8
9,95
0,53
12,04
3,27
14,67
5,8
3,03
17,82
0,35
49,58
0,55
35,24
17,51
12,32
6,78
38,34
36,63
4,41
20,42
3,76
18,6
30,28
0,39
28,98
33,35
3,62
20,34
1,01
23,15
2,01
19,57
6,35
27,01
5,57
1,7
8
0,71
6,72
53,24
3,09
26,24
19,64
2,49
7,19
1,45
10,68
6,14
0,41
12,54
1,16
18,72
23,08
3,02
4,1
37,69
5,01
26,94
41,08
8,93
40,17
12,47
0,25
14,45
0,48
40,13
13,92
3,25
24,42
13,1
7,2
25,54
11,87
16,43
3,17
5,68
19,71
50,46
1,88
24,44
1,88
12,44
0,78
16,93
1,44
16,98
1,62
26,37
24,84
15,95
28,98
18,73
0,7
33,3
30,14
22,23
21,48
6,26
15,76
5,56
12,93
25,26
4,7
38,38
21,58
0,31
25,56
22,65
3,56
23,6
4,25
22,25
0,13
56,47
6,8
0
33,69
2,59
22,09
2,05
11,66
6,14
20,14
10,6
16,25
1,46
26,15
6,53
54,36
2,22
11,8
4,63
21,85
1,55
23,41
6,32
23,03
12,56
7,7
6,69
15,36
11,55
40,39
3,03
13,17
14,06
3,66
20,05
39,18
3,98
13,73
4,41
22,9
15,87
3,38
2,45
9,1
2,7
11,5
6,87
4,41
17,36
4,2
4,02
0,79
9,99
5,61
2,3
24,06
0,5
46,6
3,68
34,92
31,13
5,54
24,71
21,25
62,37
5,35
10,34
29,83
27,01
3,1
16,77
7,26
24,48
11,66
0,2
4,93
12,76
11,12
10,02
0,44
5,48
3,1
35,02
5,11
36,06
3,24
18,41
8,23
23,43
1,24
20,5
7,73
6,39
16,34
2,18
18,72
27,1
15,45
3,37
2,35
15,02
47,35
41,78
8,22
23,14
13,36
2,86
7,96
10,93
1,89
17,44
16,17
12,67
18,77
14,95
14,1
1,69
1,8
38,39
1,63
21,86
0,69
7,91
0,26
54,27
1,38
43,26
4,68
56,28
0,7
19,92
3,51
31,6
11,96
3,31
45,63
7,3
1,89
24,99
0,31
48,4
1,24
51,56
1,04
15,84
1,7
28,33
22,7
26,89
6,08
4,74
22,75
19,56
0,54
35,77
7,29
14,3
11,79
13,59
6,45
15,87
0,26
27,71
5,93
31,13
7,21
15,16
40,63
1,88
19,27
1,85
6,53
0,85
33,31
5,23
12,04
2,04
10,17
10,33
10,62
0,1
25,38
5,9
36,69
7,06
0,72
20,65
0,83
31,87
1,71
17,46
1,55
12,56
0,88
18,89
7,83
13,73
8,09
0,15
3,95
7,92
3,1
8,13
8,46
9,66
1,41
15,56
1,84
10,29
3,31
20,33
3,15
9,93
4,27
18,71
8,44
9,08
5,43
5,04
15,5
13,61
0,24
51,24
10,23
0,54
1,65
14,14
5,65
17,32
0,53
23,3
5,33
10,51
2,2
21,28
21,3
1,05
8,71
14,94
1,78
30,64
8,41
11,72
16,36
1,58
16,9
3,67
15,19
11,35
9,68
56,29
2,74
30,79
3,61
11,66
8,04
27,39
4,58
15,3
6,17
25,91
8,61
8,89
9,61
11,71
1,94
24,12
3,86
12,03
14,13
2,1
13,4
2,94
42,3
3,22
12,43
9,5
1,64
16,13
43,84
14,5
1,37
20,04
7,08
1,56
22,11
1,3
1,47
6,15
5,38
7,2
12,48
3,17
32,21
1,13
30,14
1,09
4,49
4,27
8
15,03
61,28
5,96
0
23,81
5,37
15,59
1,97
17,36
12,9
19,04
10,87
20,37
9,92
6,54
7,42
1,02
12,68
11,94
7,42
17,96
26,76
9,43
17,03
1,72
14,1
0,63
15,93
1,64
19,62
8,13
13,81
6,46
9,59
9,32
10,6
3,59
6,43
6,94
1,54
8,12
7,1
20,71
1,69
23,52
1,94
28,35
2,41
28,3
1,64
19,02
0,3
13,85
35,51
9,04
9,5
14,93
54,19
11,64
17,39
5,67
3,22
2,14
5,31
1,92
1,9
9,12
14,2
11,77
12,88
2,35
19,86
9,8
14,39
9,12
2,75
30,39
7,31
15,67
16,93
8,38
18,52
0,04
27,22
1,21
9,13
5,46
13,25
2,38
24,81
19,65
4,01
5,31
16,32
4,82
5,92
1,77
10,5
1,11
16,55
21,81
1,78
38,57
14,85
0,69
12,92
6,13
28,38
3,21
14,5
3,07
8,51
1,32
8,02
0,54
10,98
4,41
11,75
5,92
20,22
4,81
4,56
0,51
10,5
11,85
43,31
16,88
20,65
0
25,8
7,29
8,52
31,17
1,58
2,8
10,47
2,74
4,79
2,68
6,41
2,73
10,09
32,59
5,72
18,42
0,86
52,3
2,81
19,29
2,3
