[52.5, 19.4, -100, -100, 40.42, 5.17, 11.31, 25.45, 40.46, 28.94, 22.6, 38.02, 37.79, 56.12, -100, -100, -24.92, 32.01, -100, -100, -100, -100, 32.86, 30.24, 31.45, 19.37, 49.33, 14.69, 34.81, 49.22, 8.64, 41.55, -100, -100, 16.49, 24.46, 50.95, 30.9, -100, -100, 18.41, 47.16, 45.21, 31.04, 42.9, 37.04, 43.45, 12.26, 41.84, 47.01, 33.36, 37.37, -100, -100, 46.17, 15.49, -100, -100, 36.47, 25.68]
[42.36, 15.62, -100, -100, 42.53, 4.32, 10.35, 26.7, 39.94, 30.8, 22.78, 40.15, 38.55, 56.94, -100, -100, -24.88, 31.6, -100, -100, -100, -100, 31.57, 28.34, 29.11, 18.89, 44.83, 13.95, 34.07, 52.01, 8.23, 42.69, -100, -100, 16.02, 26.91, 51.41, 33.27, -100, -100, 16.43, 48.41, 44.42, 32.41, 42.68, 37.08, 43.37, 10.88, 41.25, 47.83, 31.61, 39.13, -100, -100, 41.94, 15.63, -100, -100, 35.7, 25.84]
[39.82, 13.31, -100, -100, 42.17, 2.18, 9.43, 28.83, 45.13, 36.82, 23.23, 44.53, 42.76, 60.01, -100, -100, -26.0, 32.24, -100, -100, -100, -100, 32.97, 27.5, 24.02, 21.43, 38.23, 13.1, 34.0, 57.58, 7.76, 45.75, -100, -100, 15.83, 31.64, 49.66, 33.8, -100, -100, 13.15, 49.84, 45.43, 34.29, 45.96, 44.09, 45.44, 10.02, 37.9, 51.63, 28.93, 44.82, -100, -100, 38.49, 18.7, -100, -100, 35.81, 28.35]
[42.26, 2.25, -100, -100, 42.48, 2.41, 9.07, 30.11, 47.55, 38.27, 23.18, 47.07, 46.74, 62.71, -100, -100, -26.15, 33.25, -100, -100, -100, -100, 34.71, 29.37, 22.46, 23.59, 39.65, 13.87, 33.78, 59.19, 7.42, 46.89, -100, -100, 15.64, 33.82, 49.75, 33.78, -100, -100, 12.8, 50.14, 45.43, 34.29, 46.81, 48.01, 46.59, 12.97, 37.9, 54.41, 28.12, 48.04, -100, -100, 38.56, 22.2, -100, -100, 35.89, 28.6]
[27.89, 63.97, -100, -100, 21.06, 22.79, 4.08, 33.96, 37.08, 38.43, 22.43, 59.93, 33.15, 56.33, -100, -100, -30.67, 38.76, -100, -100, -100, -100, 26.26, 53.73, 13.76, 37.62, 33.15, 25.42, 27.63, 63.72, 1.71, 54.27, -100, -100, 15.89, 37.07, 49.53, 36.18, -100, -100, 2.18, 55.84, 35.22, 44.05, 32.57, 55.57, 36.26, 28.38, 32.31, 58.31, 23.48, 57.9, -100, -100, 25.96, 38.25, -100, -100, 31.03, 49.93]
[22.52, 58.73, -100, -100, 20.3, 23.63, 2.75, 34.3, 37.66, 39.92, 22.5, 58.62, 34.43, 55.89, -100, -100, -32.11, 38.77, -100, -100, -100, -100, 30.37, 45.9, 14.35, 35.89, 35.64, 22.97, 29.8, 63.69, 0.88, 53.79, -100, -100, 16.92, 38.39, 50.66, 36.87, -100, -100, -0.34, 56.44, 39.18, 44.47, 35.62, 55.78, 37.46, 29.29, 33.21, 56.12, 26.27, 50.72, -100, -100, 24.54, 37.45, -100, -100, 32.83, 43.45]
[30.42, 64.56, -100, -100, 18.25, 23.28, 0.82, 34.58, 37.16, 41.39, 19.7, 55.24, 34.25, 57.71, -100, -100, -32.61, 38.68, -100, -100, -100, -100, 31.48, 40.66, 14.62, 35.2, 35.05, 25.26, 29.41, 64.31, 0.76, 54.24, -100, -100, 15.73, 39.29, 50.94, 36.83, -100, -100, -3.65, 56.16, 38.87, 45.68, 36.01, 57.12, 37.39, 29.39, 29.89, 55.15, 30.76, 48.71, -100, -100, 23.39, 35.12, -100, -100, 34.35, 41.27]
[32.24, 55.47, -100, -100, 20.33, 17.93, -3.77, 33.06, 39.09, 36.7, 16.39, 51.4, 31.74, 57.37, -100, -100, -34.53, 40.44, -100, -100, -100, -100, 34.71, 40.64, 15.37, 33.64, 38.28, 26.65, 34.04, 55.37, -1.76, 50.33, -100, -100, 6.63, 35.72, 51.07, 36.58, -100, -100, -9.96, 56.15, 41.12, 44.79, 35.07, 56.94, 38.07, 30.36, 26.43, 52.05, 30.41, 43.45, -100, -100, 20.59, 31.59, -100, -100, 35.92, 41.05]
[34.84, 58.39, -100, -100, 12.22, 17.29, -7.69, 32.59, 35.25, 38.06, 9.59, 50.51, 17.13, 55.34, -100, -100, -36.19, 41.1, -100, -100, -100, -100, 29.35, 47.3, 11.35, 33.72, 30.43, 25.5, 34.71, 59.09, -4.49, 50.96, -100, -100, 3.53, 36.46, 49.64, 36.6, -100, -100, -12.87, 56.71, 40.19, 46.51, 34.08, 57.89, 33.62, 29.66, 18.05, 54.29, 23.56, 44.87, -100, -100, 11.29, 30.13, -100, -100, 31.45, 48.24]
[11.97, 57.3, -100, -100, -6.82, 12.22, -22.98, 28.86, 17.13, 42.66, -7.56, 52.56, -5.97, 63.61, -100, -100, -41.08, 41.71, -100, -100, -100, -100, 8.39, 57.5, -4.22, 35.69, 8.43, 19.96, 14.99, 65.93, -15.79, 51.46, -100, -100, -11.0, 41.24, 41.87, 36.6, -100, -100, -18.24, 58.11, 19.84, 50.68, 13.75, 58.83, 13.57, 24.53, -2.59, 60.67, 0.23, 48.84, -100, -100, -5.66, 28.02, -100, -100, 9.38, 49.58]
[-6.63, 52.37, -100, -100, -20.1, 6.82, -35.45, 19.99, 1.1, 40.31, -17.46, 47.81, -20.55, 64.87, -100, -100, -46.27, 39.95, -100, -100, -100, -100, -6.49, 50.79, -19.39, 37.46, -4.32, 16.1, 1.65, 61.06, -26.38, 58.1, -100, -100, -23.26, 36.76, 33.17, 37.78, -100, -100, -26.14, 55.54, 6.34, 49.37, 2.52, 56.8, -0.89, 19.27, -13.64, 57.92, -14.91, 50.06, -100, -100, -17.56, 20.89, -100, -100, -8.74, 39.5]
[-28.2, 58.72, -100, -100, -21.88, 5.2, -36.83, 18.66, 0.04, 37.05, -15.76, 47.1, -20.92, 64.92, -100, -100, -45.98, 38.74, -100, -100, -100, -100, -6.36, 48.55, -21.42, 36.45, -6.2, 15.41, 1.3, 58.61, -28.98, 58.99, -100, -100, -25.24, 36.09, 30.11, 36.29, -100, -100, -29.33, 52.68, 2.45, 44.5, 1.65, 54.93, -2.68, 17.91, -13.26, 55.83, -13.15, 48.35, -100, -100, -20.56, 18.63, -100, -100, -9.43, 34.3]
[-33.16, 56.92, -100, -100, -23.73, 2.62, -41.73, 14.23, -3.74, 28.87, -14.83, 44.67, -21.02, 63.65, -100, -100, -44.89, 36.66, -100, -100, -100, -100, -9.03, 40.8, -26.08, 33.35, -8.5, 13.28, -0.69, 54.52, -33.87, 56.41, -100, -100, -31.83, 29.15, 29.84, 35.03, -100, -100, -31.72, 46.37, -0.93, 40.45, -1.73, 50.25, -5.56, 13.86, -12.26, 53.35, -13.86, 43.64, -100, -100, -24.92, 15.11, -100, -100, -10.34, 26.13]
[-46.45, 35.42, -100, -100, -25.78, 1.96, -42.84, 12.21, -7.31, 24.5, -16.83, 44.24, -20.37, 59.67, -100, -100, -46.54, 35.39, -100, -100, -100, -100, -9.98, 39.59, -28.14, 31.31, -10.21, 11.41, -4.03, 51.69, -36.92, 55.57, -100, -100, -32.9, 27.79, 28.94, 35.35, -100, -100, -32.48, 43.13, -3.49, 37.23, -4.48, 48.58, -7.56, 12.46, -12.1, 52.05, -16.87, 43.93, -100, -100, -26.59, 13.11, -100, -100, -12.55, 23.5]
[-49.66, 32.62, -100, -100, -29.7, 1.74, -42.35, 16.62, -17.0, 18.08, -20.74, 39.19, -22.36, 56.51, -100, -100, -50.82, 33.8, -100, -100, -100, -100, -8.58, 36.41, -28.94, 27.45, -7.75, 7.34, -10.18, 48.11, -36.78, 47.08, -100, -100, -33.31, 21.08, 29.98, 32.17, -100, -100, -30.9, 36.85, -2.49, 30.09, -5.16, 37.53, -5.03, 11.44, -10.97, 49.1, -19.38, 36.3, -100, -100, -30.35, 9.93, -100, -100, -15.66, 20.65]
[-42.6, 17.54, -100, -100, -33.0, 4.64, -42.79, 17.74, -11.82, 20.08, -21.58, 36.68, -23.07, 52.43, -100, -100, -48.95, 32.22, -100, -100, -100, -100, -7.42, 36.61, -27.39, 27.13, -3.97, 12.91, -9.12, 51.57, -36.97, 43.96, -100, -100, -30.25, 21.86, 32.52, 31.56, -100, -100, -31.31, 36.47, -1.19, 29.36, -1.41, 37.13, -4.83, 12.02, -11.33, 49.66, -18.55, 34.96, -100, -100, -31.62, 9.79, -100, -100, -9.45, 25.92]
[-42.51, 17.73, -100, -100, -34.21, 7.91, -42.36, 17.72, -4.11, 23.09, -21.03, 37.68, -25.8, 50.92, -100, -100, -45.92, 29.27, -100, -100, -100, -100, -6.02, 35.84, -27.69, 25.69, -0.88, 13.55, -9.52, 54.57, -35.73, 43.44, -100, -100, -27.2, 21.72, 32.74, 30.84, -100, -100, -32.97, 37.24, 0.45, 27.97, 0.02, 37.95, -4.11, 9.93, -14.8, 50.46, -14.67, 38.61, -100, -100, -32.94, 9.82, -100, -100, -6.47, 28.15]
[-33.75, 8.77, -100, -100, -34.23, 8.87, -41.69, 18.63, -0.52, 28.96, -25.6, 43.68, -27.46, 50.79, -100, -100, -44.24, 30.27, -100, -100, -100, -100, -6.15, 38.34, -29.09, 29.36, -5.63, 13.84, -11.8, 55.97, -36.03, 45.28, -100, -100, -27.75, 25.51, 33.2, 32.14, -100, -100, -35.54, 37.84, 1.22, 33.27, 0.12, 42.63, -6.96, 12.78, -18.62, 51.3, -14.53, 44.03, -100, -100, -30.19, 11.49, -100, -100, -7.12, 30.54]
[-41.69, 20.76, -100, -100, -35.8, 12.77, -41.78, 22.15, 2.28, 33.93, -29.05, 47.29, -30.0, 50.96, -100, -100, -41.39, 33.06, -100, -100, -100, -100, -7.15, 43.75, -30.45, 35.65, -11.01, 18.43, -14.86, 56.25, -38.72, 51.11, -100, -100, -26.47, 30.89, 32.41, 33.88, -100, -100, -37.96, 38.24, 0.9, 36.09, 0.36, 47.95, -6.4, 16.07, -25.38, 51.37, -16.98, 49.95, -100, -100, -27.03, 22.27, -100, -100, -8.05, 36.69]
